CustomerID,Name,Membership_Level,upgrade_proba,Propensity_Bucket,Monthly_Revenue,Spending_Score,Purchase_Frequency,App_Rating,Last_Month_Complaints
CUST1174,Jordan Thompson,Silver,0.8664641,Very Hot (80-100%),561.408,2,6.4,3,1
CUST2171,Kevin Walker,Silver,0.8662264,Very Hot (80-100%),756.6299999999999,24,9.0,2,0
CUST2529,Gregory White,Silver,0.86424184,Very Hot (80-100%),1461.04,53,14.0,4,0
CUST1783,Jaime Zuniga,Silver,0.86315644,Very Hot (80-100%),322.52000000000004,91,8.8,5,1
CUST2589,Christopher Robinson,Platinum,0.8621681,Very Hot (80-100%),477.02,53,6.1,5,0
CUST2794,Scott Simpson,Silver,0.8609104,Very Hot (80-100%),261.025,21,5.3,4,0
CUST1765,Jennifer Hayes,Gold,0.8607214,Very Hot (80-100%),714.67,46,11.0,2,1
CUST2797,Jeremy Fields,Gold,0.86047906,Very Hot (80-100%),365.274,17,7.8,4,0
CUST1031,Michael Watkins,Silver,0.860307,Very Hot (80-100%),176.832,33,6.4,4,0
CUST2960,Eric Haynes,Platinum,0.8602418,Very Hot (80-100%),234.32,22,8.0,3,1
CUST2402,William Weber,Silver,0.8600874,Very Hot (80-100%),29.235,45,1.5,2,0
CUST2771,Robert Leonard,Gold,0.8600364,Very Hot (80-100%),1191.8000000000002,18,11.8,5,1
CUST2688,Dillon Evans,Platinum,0.8594982,Very Hot (80-100%),749.8259999999999,47,12.6,3,1
CUST1032,John Boyd,Silver,0.8594744,Very Hot (80-100%),160.29299999999998,44,5.1,2,0
CUST1465,Keith Bradshaw,Silver,0.8589422,Very Hot (80-100%),412.11,6,9.5,3,0
CUST1175,Jay Nichols,Platinum,0.8588568,Very Hot (80-100%),488.012,57,11.6,5,0
CUST1992,Hector Rodriguez,Gold,0.85829026,Very Hot (80-100%),550.03,5,13.0,2,0
CUST2134,Kristin Hall,Gold,0.85820955,Very Hot (80-100%),1270.962,7,13.1,3,0
CUST2112,Kimberly Bass,Platinum,0.85707974,Very Hot (80-100%),525.2919999999999,97,8.2,5,1
CUST1769,James Taylor,Platinum,0.8568532,Very Hot (80-100%),197.547,58,2.1,5,0
CUST2601,Joshua Reyes,Silver,0.85683167,Very Hot (80-100%),247.12800000000001,22,8.4,4,0
CUST1527,Lori Roman,Platinum,0.8562471,Very Hot (80-100%),401.04,17,9.0,3,0
CUST2616,Don Wong,Platinum,0.85531205,Very Hot (80-100%),506.52,88,5.6,5,0
CUST2799,Natalie Williams,Gold,0.8551673,Very Hot (80-100%),269.382,31,13.9,4,1
CUST2050,Perry Richmond,Silver,0.85492325,Very Hot (80-100%),1117.935,17,14.7,4,0
CUST1481,Colin Brock,Silver,0.8543281,Very Hot (80-100%),839.049,23,11.1,4,0
CUST2993,Brandon Wright,Silver,0.8537456,Very Hot (80-100%),93.17000000000002,89,2.2,4,0
CUST1265,Robert Ramirez,Gold,0.8536596,Very Hot (80-100%),207.216,100,2.4,3,0
CUST1014,Ronnie Mitchell,Platinum,0.853438,Very Hot (80-100%),216.64499999999998,29,6.5,2,0
CUST2835,Angela Cooper,Platinum,0.85193336,Very Hot (80-100%),437.25,43,5.5,4,0
CUST2005,Gene Lopez,Gold,0.85057515,Very Hot (80-100%),818.91,27,13.5,1,0
CUST1523,Steven Harrison,Gold,0.8502584,Very Hot (80-100%),719.322,37,10.1,5,1
CUST1748,Christopher Moore,Silver,0.8500698,Very Hot (80-100%),675.85,18,7.0,4,0
CUST1460,Kyle Smith,Silver,0.84992427,Very Hot (80-100%),669.097,61,14.3,5,0
CUST2228,Sandra Mitchell,Silver,0.8497949,Very Hot (80-100%),927.684,35,7.3,4,0
CUST1673,Melissa Hunt,Gold,0.84971154,Very Hot (80-100%),597.2040000000001,43,10.6,5,0
CUST2527,Mary Cooper,Silver,0.8494798,Very Hot (80-100%),319.488,51,7.8,4,0
CUST1878,Andrew Hodges,Silver,0.8483198,Very Hot (80-100%),115.94000000000001,69,4.4,4,0
CUST1219,Kimberly Davidson,Gold,0.8479257,Very Hot (80-100%),174.53,70,3.1,3,0
CUST2152,Christina Moyer,Silver,0.8460534,Very Hot (80-100%),308.703,39,5.1,3,0
CUST1650,Ms. Stacey Wilson,Gold,0.8457087,Very Hot (80-100%),281.467,96,6.7,4,0
CUST2779,David Randolph,Gold,0.8446952,Very Hot (80-100%),708.096,81,9.6,2,0
CUST1068,Paula Evans,Silver,0.84385765,Very Hot (80-100%),207.64399999999998,18,6.1,4,0
CUST1110,Daniel White,Silver,0.842406,Very Hot (80-100%),169.201,41,3.7,4,0
CUST2544,Wendy Webb,Gold,0.8414957,Very Hot (80-100%),1247.247,33,13.9,4,0
CUST2172,Desiree Conway,Gold,0.8406306,Very Hot (80-100%),1207.274,17,14.6,4,0
CUST2765,Tony Thompson,Platinum,0.83959913,Very Hot (80-100%),833.742,45,12.6,5,0
CUST1588,Anne Reynolds,Gold,0.8388977,Very Hot (80-100%),236.72,53,5.5,4,0
CUST1006,Alex Cunningham,Silver,0.8379625,Very Hot (80-100%),301.172,44,8.6,3,0
CUST1214,Stacey Davis,Silver,0.8376362,Very Hot (80-100%),723.837,70,8.9,3,1
CUST2011,Kenneth Johnson,Platinum,0.8362981,Very Hot (80-100%),311.272,71,4.1,3,0
CUST2105,Katherine Diaz,Platinum,0.83618945,Very Hot (80-100%),200.681,61,4.3,3,0
CUST2705,Henry Atkinson,Silver,0.83607876,Very Hot (80-100%),165.204,39,5.2,3,0
CUST1530,Joseph Anderson,Platinum,0.8358912,Very Hot (80-100%),721.14,11,7.0,4,0
CUST2175,Cynthia Hart,Gold,0.83513147,Very Hot (80-100%),336.336,42,8.8,3,0
CUST2944,Jasmine Clark,Gold,0.83493793,Very Hot (80-100%),1155.289,28,13.1,5,0
CUST1908,Brooke Mcneil,Silver,0.8349149,Very Hot (80-100%),277.96700000000004,43,8.3,3,0
CUST1949,Erin Hernandez,Gold,0.8348899,Very Hot (80-100%),621.6930000000001,77,6.7,4,1
CUST2294,James Wiley,Gold,0.8322731,Very Hot (80-100%),694.2319999999999,59,9.2,5,0
CUST1913,Laurie Mendoza,Gold,0.8311517,Very Hot (80-100%),211.14,79,4.6,2,0
CUST2195,Christopher Morales,Platinum,0.830679,Very Hot (80-100%),1113.723,68,11.7,2,1
CUST2935,Amanda Hinton,Silver,0.8302952,Very Hot (80-100%),455.373,16,5.7,5,1
CUST2417,Justin Lara,Gold,0.8283818,Very Hot (80-100%),459.62,62,14.0,5,0
CUST2989,Chelsea King,Silver,0.82738584,Very Hot (80-100%),791.14,20,14.0,2,0
CUST1832,Jamie Acosta,Silver,0.82402223,Very Hot (80-100%),433.321,56,10.3,4,0
CUST1030,Sharon Sanders,Silver,0.82386553,Very Hot (80-100%),438.99999999999994,23,12.5,4,0
CUST2416,Chelsea Wright,Gold,0.8218736,Very Hot (80-100%),516.224,67,12.8,4,0
CUST1076,Kathy Stokes,Silver,0.8196476,Very Hot (80-100%),793.968,31,13.6,5,0
CUST1317,Anthony Scott,Silver,0.8195511,Very Hot (80-100%),253.23,66,11.5,3,0
CUST2406,Christine Dean,Silver,0.8140008,Very Hot (80-100%),597.36,99,8.0,5,0
CUST2217,Phyllis Bailey,Silver,0.81278425,Very Hot (80-100%),673.184,65,10.9,3,0
CUST2088,Dr. David Bruce MD,Gold,0.8125939,Very Hot (80-100%),457.20799999999997,99,6.7,2,0
CUST2079,Anne Haley,Gold,0.80927217,Very Hot (80-100%),1519.828,66,13.4,3,0
CUST2501,Corey Cowan,Silver,0.80657536,Very Hot (80-100%),393.984,66,10.8,3,0
CUST1670,Austin Dean,Gold,0.8046687,Very Hot (80-100%),162.552,66,3.9,3,0
CUST1887,Kelly Serrano,Silver,0.8046651,Very Hot (80-100%),293.653,66,10.3,5,0
CUST1245,Kimberly Schultz,Silver,0.803332,Very Hot (80-100%),821.664,15,10.8,3,1
CUST2491,Gregory Quinn,Silver,0.8013752,Very Hot (80-100%),706.335,42,9.3,5,0
CUST2006,Rebecca Jenkins,Silver,0.801096,Very Hot (80-100%),1399.984,35,13.6,3,0
CUST1233,Bryan Lewis MD,Silver,0.80039954,Very Hot (80-100%),229.38,84,6.0,3,0
CUST1693,Dustin Day,Platinum,0.8000534,Very Hot (80-100%),398.02,64,7.0,2,1
CUST2336,Rachel Mccarthy,Gold,0.79933435,Hot (60-80%),241.362,73,6.6,1,0
CUST2915,Erik Diaz,Gold,0.7990557,Hot (60-80%),699.6239999999999,90,8.2,5,1
CUST2977,Jessica Steele,Gold,0.7978772,Hot (60-80%),495.979,22,12.1,5,0
CUST2853,Joseph Powell,Gold,0.79688865,Hot (60-80%),969.046,31,12.2,5,0
CUST1630,Jessica Gilbert,Silver,0.7951538,Hot (60-80%),738.57,64,10.5,1,0
CUST2961,Jason Ashley,Gold,0.7947669,Hot (60-80%),593.0960000000001,64,9.8,5,0
CUST1612,Dana Morse,Gold,0.79307944,Hot (60-80%),763.0559999999999,67,11.2,4,0
CUST2754,Luis Beasley,Gold,0.7927469,Hot (60-80%),1295.914,26,13.4,4,0
CUST2169,Michael Glass,Platinum,0.79233235,Hot (60-80%),127.64999999999999,86,2.3,3,0
CUST2188,Phyllis Coleman,Platinum,0.7921284,Hot (60-80%),367.185,7,10.5,5,1
CUST2340,Adam Harrison,Gold,0.7913828,Hot (60-80%),318.276,44,8.4,5,1
CUST2007,Dr. Mary Blevins,Silver,0.7909074,Hot (60-80%),588.72,28,8.0,4,0
CUST2301,Curtis Carson,Gold,0.79014546,Hot (60-80%),584.516,49,7.6,3,0
CUST1468,Michelle Howard,Silver,0.789048,Hot (60-80%),631.664,37,14.8,5,0
CUST2303,Justin Miller,Platinum,0.7854115,Hot (60-80%),315.77600000000007,43,6.4,4,0
CUST2398,Joshua Yoder,Platinum,0.78464043,Hot (60-80%),219.76,46,4.1,3,0
CUST2911,Mr. Dennis Singleton,Silver,0.7837676,Hot (60-80%),999.72,18,12.0,5,1
CUST2595,Mary Hall,Gold,0.7833102,Hot (60-80%),605.904,14,10.4,3,0
CUST2049,Diana Williams,Gold,0.78226566,Hot (60-80%),524.304,35,13.2,4,0
CUST1115,Jeanne Miller,Gold,0.78134215,Hot (60-80%),864.15,69,10.5,5,0
CUST2129,Jennifer Mcconnell,Gold,0.7780446,Hot (60-80%),465.183,41,8.1,4,0
CUST1823,Katherine Keller,Gold,0.7764745,Hot (60-80%),181.933,67,4.3,5,0
CUST2346,Erica Wright DDS,Platinum,0.77603036,Hot (60-80%),419.54600000000005,57,8.9,4,0
CUST2659,Jermaine Brandt,Platinum,0.7756679,Hot (60-80%),428.96999999999997,4,7.9,4,0
CUST1124,Lauren Green,Silver,0.774524,Hot (60-80%),264.846,83,7.4,2,0
CUST1369,Kyle Valdez,Platinum,0.7739498,Hot (60-80%),105.624,63,5.4,5,0
CUST2927,Jim Davis,Platinum,0.7733205,Hot (60-80%),660.5400000000001,34,10.1,3,0
CUST1511,Spencer Hooper,Silver,0.7721722,Hot (60-80%),690.4799999999999,11,13.7,1,1
CUST2725,Daniel Santos,Silver,0.7707121,Hot (60-80%),188.0,2,5.0,2,0
CUST2629,Robyn Mccullough,Silver,0.76975214,Hot (60-80%),103.878,93,1.8,3,0
CUST1763,Stephen Fuller,Silver,0.7672804,Hot (60-80%),1270.3210000000001,20,13.9,4,0
CUST1098,Mathew Estrada,Platinum,0.7668973,Hot (60-80%),45.75,100,1.5,2,0
CUST2822,Denise Parker,Platinum,0.7663945,Hot (60-80%),461.094,17,9.3,2,0
CUST1176,Melissa Marquez,Silver,0.7659815,Hot (60-80%),409.68,2,6.0,4,0
CUST2018,Leslie Haynes,Gold,0.7657978,Hot (60-80%),167.219,71,1.9,5,0
CUST2576,William Sanchez,Gold,0.7650588,Hot (60-80%),144.40800000000002,97,4.4,5,0
CUST1228,Cory Macdonald,Gold,0.7647379,Hot (60-80%),804.3720000000001,71,6.8,2,0
CUST1041,Jennifer Beck,Silver,0.76436925,Hot (60-80%),162.72,100,3.0,4,1
CUST2971,Andrew Brown,Gold,0.7637081,Hot (60-80%),432.12,16,7.8,4,1
CUST2484,Barbara Fox,Silver,0.7567745,Hot (60-80%),317.40900000000005,19,9.3,1,0
CUST2453,Steven Davis,Silver,0.7547929,Hot (60-80%),303.525,51,7.1,4,0
CUST2669,Sharon Booker,Platinum,0.75452685,Hot (60-80%),669.24,5,9.0,4,0
CUST1850,Allison Bauer,Gold,0.7540553,Hot (60-80%),237.31,19,9.5,4,0
CUST2147,Nicole Jordan,Gold,0.7527068,Hot (60-80%),567.09,56,9.0,4,0
CUST2753,Matthew Kelley,Platinum,0.7513148,Hot (60-80%),301.29,83,8.3,5,0
CUST2342,Jacob Mccoy,Silver,0.7506505,Hot (60-80%),533.874,72,6.6,4,0
CUST2772,Aaron Jackson,Gold,0.7503206,Hot (60-80%),275.45,61,3.5,3,0
CUST1163,Natalie Mckee,Platinum,0.7457113,Hot (60-80%),509.652,97,7.8,4,0
CUST2387,Joshua Rivera,Silver,0.74357915,Hot (60-80%),476.561,91,9.7,5,0
CUST1560,Jennifer Dorsey,Platinum,0.74130875,Hot (60-80%),1054.044,39,13.8,4,0
CUST2583,Dr. Debra Zimmerman MD,Gold,0.7399644,Hot (60-80%),305.829,76,4.7,4,0
CUST2300,Mason Miller,Gold,0.73419964,Hot (60-80%),491.84000000000003,42,14.5,5,0
CUST1583,Shane Jones,Silver,0.7337852,Hot (60-80%),590.6,98,10.0,4,0
CUST1181,Brandon Watson,Silver,0.73308873,Hot (60-80%),194.52400000000003,88,4.4,4,0
CUST1731,Susan Mendoza,Silver,0.73051083,Hot (60-80%),574.005,60,8.5,4,0
CUST2528,Jackie Tucker,Platinum,0.72088283,Hot (60-80%),484.22799999999995,44,6.8,4,0
CUST1572,Kathryn Campbell,Silver,0.71595955,Hot (60-80%),160.2,41,4.0,4,0
CUST2204,Aaron Garcia,Silver,0.7089777,Hot (60-80%),633.507,4,9.7,4,0
CUST2026,William Perez,Gold,0.7070513,Hot (60-80%),732.1600000000001,40,10.4,5,0
CUST1232,Lisa Middleton,Gold,0.70671725,Hot (60-80%),523.848,44,7.8,3,0
CUST1613,Catherine Russell,Gold,0.7052456,Hot (60-80%),99.32,66,4.0,3,0
CUST1595,Sara Murray,Silver,0.69947374,Hot (60-80%),474.672,46,9.3,2,0
CUST1616,Angela Horton,Silver,0.6979324,Hot (60-80%),354.042,77,7.8,3,0
CUST2966,Sarah Burns,Silver,0.6971975,Hot (60-80%),330.25199999999995,36,8.7,4,1
CUST2892,Samuel Parks,Platinum,0.6963457,Hot (60-80%),829.174,10,9.4,3,0
CUST1691,Olivia Carpenter,Silver,0.69360524,Hot (60-80%),587.2729999999999,40,13.1,4,0
CUST2516,Stacie Robinson,Platinum,0.6919116,Hot (60-80%),722.16,40,10.2,5,0
CUST1349,Theresa Johnson,Gold,0.6915118,Hot (60-80%),178.94400000000002,58,3.2,4,0
CUST2712,Brooke Brown,Gold,0.68910396,Hot (60-80%),270.54499999999996,9,5.5,4,0
CUST2887,Elizabeth Huang,Gold,0.6775037,Hot (60-80%),189.86700000000002,9,5.7,4,0
CUST1600,Lance Jenkins,Platinum,0.6769439,Hot (60-80%),123.64,1,5.5,4,0
CUST2427,James Farmer,Silver,0.6748854,Hot (60-80%),658.794,62,11.8,4,0
CUST2455,Linda Cooley DDS,Silver,0.674528,Hot (60-80%),1002.144,1,9.6,5,0
CUST1985,Daniel Adams,Gold,0.6721066,Hot (60-80%),559.368,40,10.2,4,0
CUST1820,Rebecca Rhodes,Silver,0.66962564,Hot (60-80%),190.085,40,3.5,3,0
CUST1558,Michael Duncan,Gold,0.66549975,Hot (60-80%),172.32500000000002,69,2.5,4,0
CUST1251,Susan Mckay,Silver,0.66066307,Hot (60-80%),579.3480000000001,70,8.4,4,1
CUST2039,Robert Brooks Jr.,Gold,0.65080816,Hot (60-80%),388.522,87,7.9,2,0
CUST2139,Rebecca Barnes,Silver,0.645436,Hot (60-80%),442.95000000000005,43,7.5,3,0
CUST1241,Eric Walker,Silver,0.63799226,Hot (60-80%),368.74800000000005,85,3.6,3,0
CUST2602,Jennifer Rodriguez,Platinum,0.63531715,Hot (60-80%),137.541,33,5.7,3,1
CUST2394,Megan Figueroa,Gold,0.62837076,Hot (60-80%),258.303,41,8.7,1,0
CUST1025,Rachel Little,Gold,0.6260322,Hot (60-80%),410.112,30,6.4,4,0
CUST1637,Brenda Griffin,Silver,0.62418896,Hot (60-80%),376.024,24,8.8,5,0
CUST2257,Allison Barry,Gold,0.62119824,Hot (60-80%),209.586,69,3.9,5,0
CUST2700,Samantha Wu,Silver,0.61546844,Hot (60-80%),840.992,26,8.2,3,1
CUST2791,Wendy Price,Gold,0.60865074,Hot (60-80%),286.848,57,3.2,2,1
CUST2698,Chris Underwood,Platinum,0.6056871,Hot (60-80%),623.6300000000001,63,5.9,4,0
CUST2587,Laura Morris,Platinum,0.60514677,Hot (60-80%),146.85,43,2.5,3,0
CUST2549,Terri Stone,Gold,0.6018142,Hot (60-80%),349.353,82,5.7,5,0
CUST1653,Ashley Mcguire,Platinum,0.6004037,Hot (60-80%),284.40000000000003,76,7.5,4,0
CUST1231,Joyce Johns,Gold,0.59131736,Warm (30-60%),668.104,32,9.2,5,0
CUST2811,Jessica Ellis,Platinum,0.58892685,Warm (30-60%),218.83399999999997,92,5.8,5,0
CUST1055,Sara Dominguez,Gold,0.58359945,Warm (30-60%),263.73600000000005,45,2.7,4,1
CUST2316,Rachel Smith,Gold,0.5825552,Warm (30-60%),309.045,54,3.3,3,0
CUST2764,Margaret Fields MD,Silver,0.5788765,Warm (30-60%),179.998,58,4.3,3,0
CUST2973,Misty Brown,Silver,0.5774837,Warm (30-60%),763.83,11,11.5,5,0
CUST2187,Brandi Campbell,Gold,0.5733757,Warm (30-60%),269.23800000000006,53,6.9,5,0
CUST2149,Donna West,Gold,0.56577915,Warm (30-60%),931.337,37,12.1,5,1
CUST2271,Jessica Bullock,Silver,0.5625782,Warm (30-60%),435.125,14,5.9,3,0
CUST2055,Sarah Gutierrez,Gold,0.5622616,Warm (30-60%),86.73299999999999,88,2.3,4,0
CUST2391,Raymond Williams,Gold,0.5594776,Warm (30-60%),439.76000000000005,39,11.5,5,0
CUST1664,Breanna Greene,Platinum,0.55555403,Warm (30-60%),386.334,54,7.8,4,0
CUST1606,Ryan Lee,Silver,0.55367565,Warm (30-60%),168.182,58,4.1,5,0
CUST2337,Michael Woods,Gold,0.5478258,Warm (30-60%),153.168,41,2.4,2,0
CUST1837,Kelly Chaney,Platinum,0.54629666,Warm (30-60%),649.9019999999999,62,8.6,5,0
CUST1844,Crystal Davis,Platinum,0.54032534,Warm (30-60%),162.49200000000002,52,4.4,2,0
CUST2891,Rhonda Benson,Silver,0.5368753,Warm (30-60%),588.335,30,9.5,5,0
CUST2832,Leah Rogers,Silver,0.53572047,Warm (30-60%),253.2,58,7.5,5,0
CUST1044,Rhonda Mckinney,Gold,0.5213829,Warm (30-60%),433.342,17,9.1,3,0
CUST2904,Dr. Debra Cameron,Silver,0.5204605,Warm (30-60%),445.16999999999996,77,5.7,4,0
CUST2460,Raymond Young,Silver,0.51893306,Warm (30-60%),76.19999999999999,82,1.5,3,0
CUST1853,David Hughes,Gold,0.5185864,Warm (30-60%),267.651,62,6.9,3,0
CUST1901,Cynthia Anderson,Silver,0.51666546,Warm (30-60%),64.14,60,2.0,5,1
CUST2636,John Terry,Platinum,0.50328577,Warm (30-60%),370.979,8,6.7,3,0
CUST1331,Antonio Reeves,Gold,0.49417332,Warm (30-60%),736.4399999999999,85,6.8,5,0
CUST1140,Robert Todd,Silver,0.4798093,Warm (30-60%),414.4,28,5.0,5,0
CUST2431,Daniel Smith,Gold,0.47913197,Warm (30-60%),294.0,73,8.0,4,0
CUST2066,Tiffany Torres,Silver,0.4781954,Warm (30-60%),477.688,4,7.1,3,0
CUST2693,Rebecca Sheppard,Silver,0.46599203,Warm (30-60%),499.14000000000004,47,9.4,3,0
CUST1918,Melissa Richardson,Silver,0.46184546,Warm (30-60%),200.144,42,2.8,4,0
CUST1707,Craig James,Gold,0.45668626,Warm (30-60%),488.325,58,7.5,1,0
CUST1849,Joseph Gomez,Gold,0.45487016,Warm (30-60%),458.54099999999994,68,5.1,3,0
CUST1730,Kerry Williams,Silver,0.45353004,Warm (30-60%),68.616,83,1.8,3,0
CUST1951,Christina Adams,Silver,0.44887796,Warm (30-60%),287.606,47,3.4,5,0
CUST1766,Alexander Leon,Gold,0.4477275,Warm (30-60%),497.178,66,9.9,3,1
CUST2667,Deborah Scott,Gold,0.44547254,Warm (30-60%),421.923,68,5.1,2,0
CUST1665,Darrell Hill,Silver,0.43837824,Warm (30-60%),164.78,90,3.5,5,1
CUST1762,Patricia Wagner,Silver,0.4321969,Warm (30-60%),303.59999999999997,45,7.5,4,0
CUST2808,Aaron Smith,Silver,0.43120262,Warm (30-60%),579.498,62,11.8,5,0
CUST1050,Michael Hopkins,Platinum,0.42012563,Warm (30-60%),912.4609999999999,57,12.1,4,0
CUST1695,Philip Rivas,Silver,0.41153777,Warm (30-60%),723.5,54,10.0,2,0
CUST1705,Chelsea Hall,Gold,0.39895064,Warm (30-60%),70.88,59,1.0,3,1
CUST2680,Brooke George,Gold,0.39635745,Warm (30-60%),387.234,62,14.2,5,0
CUST1682,Mrs. Kimberly Walsh,Silver,0.39178544,Warm (30-60%),569.328,54,11.6,4,1
CUST1780,Taylor Evans,Silver,0.38019833,Warm (30-60%),121.88800000000002,81,1.6,5,0
CUST1702,Daniel Hatfield,Platinum,0.37581167,Warm (30-60%),217.53199999999998,86,6.8,2,0
CUST2706,Daniel Ayala,Gold,0.36822557,Warm (30-60%),336.87,62,3.8,4,1
CUST1230,Sarah Long,Gold,0.36438376,Warm (30-60%),303.193,70,4.3,4,0
CUST2660,Christopher Smith,Silver,0.35949746,Warm (30-60%),369.34000000000003,39,5.9,5,1
CUST1426,Lance Parrish,Gold,0.35291293,Warm (30-60%),235.25799999999998,41,3.8,4,0
CUST2289,Matthew Powell,Gold,0.3520617,Warm (30-60%),140.577,67,4.7,5,1
CUST1423,Timothy Grant,Silver,0.34039158,Warm (30-60%),243.0,41,4.0,3,0
CUST2556,William Martin,Silver,0.33661148,Warm (30-60%),148.9,51,2.5,4,0
CUST1056,Colton Adams,Platinum,0.33309036,Warm (30-60%),395.03200000000004,62,8.8,1,0
CUST2657,Tina Stark,Silver,0.33245006,Warm (30-60%),389.48400000000004,89,9.3,4,0
CUST2372,George Clarke,Platinum,0.33185157,Warm (30-60%),576.7260000000001,2,5.7,3,0
CUST2521,Blake Gross,Silver,0.33179206,Warm (30-60%),1235.452,52,14.6,4,0
CUST1087,Charles Atkinson,Silver,0.33131874,Warm (30-60%),375.174,8,5.7,4,0
CUST1712,Pamela Frederick,Gold,0.3307022,Warm (30-60%),694.2159999999999,48,10.7,4,1
CUST2715,Erin Murphy,Silver,0.33069807,Warm (30-60%),997.3380000000001,24,11.3,4,0
CUST2064,Valerie Mendez,Gold,0.33006787,Warm (30-60%),141.91,67,2.3,4,0
CUST2838,Kristen Gonzalez,Silver,0.3272516,Warm (30-60%),554.04,2,10.8,4,1
CUST2392,Dr. David Green,Silver,0.32570383,Warm (30-60%),326.025,53,8.1,4,0
CUST1786,Lori Fuller PhD,Gold,0.32558492,Warm (30-60%),1088.296,25,14.9,4,0
CUST2314,Amanda Schultz,Silver,0.3207746,Warm (30-60%),497.12,17,13.0,4,0
CUST1582,Tammy Clark,Platinum,0.31609097,Warm (30-60%),374.869,77,5.3,5,0
CUST1574,Holly Alvarez,Silver,0.3126716,Warm (30-60%),566.475,87,8.3,4,1
CUST1248,Jeffery Jackson,Gold,0.30557108,Warm (30-60%),880.616,18,8.8,3,0
CUST1060,Jacqueline Carter,Gold,0.30243868,Warm (30-60%),335.469,24,6.7,3,0
CUST2965,Anthony Buchanan,Silver,0.30192396,Warm (30-60%),757.5300000000001,61,11.4,4,0
CUST1791,Danielle Smith,Gold,0.30118704,Warm (30-60%),637.9250000000001,20,9.5,5,0
CUST1990,Keith Nelson,Silver,0.30104172,Warm (30-60%),640.8,67,9.6,3,1
CUST2282,Lisa Johnson,Silver,0.29640692,Cold (0-30%),199.752,51,2.8,4,0
CUST1225,Jeffrey Garner,Silver,0.29568458,Cold (0-30%),397.45399999999995,22,8.2,5,0
CUST1234,Dean Nelson,Silver,0.29510835,Cold (0-30%),382.56399999999996,14,9.1,4,0
CUST2696,Maria Lee,Silver,0.29434955,Cold (0-30%),301.796,44,7.6,3,0
CUST2246,Joseph Gonzalez,Gold,0.2937279,Cold (0-30%),283.608,86,7.2,3,0
CUST1936,Brittany Ramos,Gold,0.29290387,Cold (0-30%),163.19400000000002,44,5.9,3,0
CUST2534,Kevin Flores,Gold,0.28972882,Cold (0-30%),157.51,53,3.8,4,0
CUST2689,Christopher Chavez Jr.,Gold,0.27772534,Cold (0-30%),122.096,43,2.6,2,1
CUST2789,Miguel Klein,Silver,0.27765277,Cold (0-30%),473.385,18,9.5,3,0
CUST1022,Mary Brown,Gold,0.27491164,Cold (0-30%),404.712,7,7.3,4,0
CUST1846,Laura Villa,Silver,0.27337977,Cold (0-30%),345.454,70,10.6,4,0
CUST2145,Mary Kelly,Gold,0.27263075,Cold (0-30%),992.3760000000001,64,12.6,5,0
CUST2057,Sydney Murphy,Gold,0.2725416,Cold (0-30%),618.8599999999999,63,9.7,4,0
CUST2958,Karl Jackson,Platinum,0.26969457,Cold (0-30%),332.8,32,5.0,3,1
CUST2117,Jessica Williams,Silver,0.26786909,Cold (0-30%),428.46900000000005,70,5.7,4,0
CUST2333,Judy Jensen,Silver,0.26718614,Cold (0-30%),1336.185,24,11.5,3,0
CUST2919,Heather Zimmerman,Gold,0.26717898,Cold (0-30%),199.694,25,5.8,2,0
CUST1437,Ashlee Ali,Platinum,0.2624062,Cold (0-30%),1206.1280000000002,4,12.1,4,0
CUST1271,Ricardo Navarro,Gold,0.26186028,Cold (0-30%),393.29999999999995,43,7.6,5,0
CUST1576,Elizabeth Fisher,Gold,0.26106358,Cold (0-30%),219.219,52,3.9,3,0
CUST1330,Katie Hughes,Platinum,0.25957292,Cold (0-30%),292.24300000000005,90,8.3,5,0
CUST2926,Emily Henderson,Silver,0.25801632,Cold (0-30%),76.59,51,1.5,2,0
CUST2285,Amanda Mclaughlin,Silver,0.25801364,Cold (0-30%),83.048,47,1.4,3,0
CUST1770,Henry Skinner,Silver,0.25686893,Cold (0-30%),318.472,43,5.6,4,0
CUST2717,Melissa Hernandez DDS,Silver,0.2561921,Cold (0-30%),480.066,57,8.7,5,0
CUST1221,Julia Bryant,Gold,0.2555563,Cold (0-30%),868.84,64,14.5,3,0
CUST2638,Deborah Kerr,Silver,0.25441936,Cold (0-30%),112.26299999999999,60,2.3,3,0
CUST1301,Walter Hawkins,Gold,0.25277266,Cold (0-30%),306.72200000000004,57,4.7,4,0
CUST1965,Stephanie Snyder,Gold,0.2524727,Cold (0-30%),123.656,85,2.6,1,1
CUST2155,Emily Coleman,Platinum,0.24901757,Cold (0-30%),389.785,92,5.5,3,0
CUST1924,James Gordon,Silver,0.24765237,Cold (0-30%),405.054,28,7.8,4,0
CUST1515,Ian Hoover,Gold,0.24743783,Cold (0-30%),423.23400000000004,18,12.6,3,0
CUST2393,Jack Grant,Gold,0.2461286,Cold (0-30%),827.64,31,12.0,4,0
CUST2434,Diana Bradley,Gold,0.24592042,Cold (0-30%),239.0,47,5.0,5,0
CUST1930,John Cooper,Silver,0.24287693,Cold (0-30%),221.82,11,6.0,5,1
CUST1192,Paul Rodriguez,Silver,0.24166211,Cold (0-30%),759.675,5,10.5,4,0
CUST2276,Stacey Sanders,Silver,0.23858058,Cold (0-30%),520.2360000000001,35,10.8,4,0
